BROMOscan Gene Symbol,Common Inhibitor Name,CBIS Compound Name,KD,St.Dev.,n,KD Units,Inhibitor SMILE
PBRM1(5),PFI-3 D1,BDF25472461a,36,5.6,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
PCAF,PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
SMARCA2,PFI-3 D1,BDF25472461a,49,0.80,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
SMARCA4,PFI-3 D1,BDF25472461a,46,1.4,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
TAF1(2),PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
TAF1L(2),PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
TRIM24(Bromo.),PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
"TRIM24(PHD,Bromo.)",PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
"TRIM33(PHD,Bromo.)",PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
WDR9(2),PFI-3 D1,BDF25472461a,>30000,,2,nM,C1CC1Nc1c2C[C@@H]3CC[C@H](c2ncn1)N3C=CC(c1ccccc1O)=O
